OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2251 DEB,1993-036HF,2021-10-01T21:52:44.959872,14.73513682,.003386,74.0362,220.2619,334.6489,25.3020,0,U,34020,999,67305,.82869E-3,.5406E-4,0
COSMOS 2251 DEB,1993-036HG,2021-10-01T19:52:19.051392,14.43495898,.002282,74.0386,109.2872,270.6803,102.4899,0,U,34021,999,66473,.10761E-3,.338E-5,0
COSMOS 2251 DEB,1993-036HH,2021-10-02T01:46:47.761824,14.36013287,.0024613,74.0562,206.6238,294.6627,78.1820,0,U,34022,999,66198,.69494E-4,.176E-5,0
COSMOS 2251 DEB,1993-036HJ,2021-10-02T00:42:17.568864,14.36193841,.002073,74.0287,195.8464,302.4362,67.5780,0,U,34023,999,66188,.9795E-4,.26E-5,0
COSMOS 2251 DEB,1993-036HK,2021-10-01T15:08:04.892352,14.33144752,.0023259,74.0459,239.7218,308.8041,226.7487,0,U,34024,999,66047,.62542E-4,.146E-5,0
COSMOS 2251 DEB,1993-036HM,2021-10-01T15:59:53.139264,13.60422939,.0360057,73.7703,354.0177,96.6331,22.5014,0,U,34026,999,62652,.14141E-3,.143E-5,0
COSMOS 2251 DEB,1993-036HP,2021-10-01T19:20:29.361696,13.18793207,.0552863,73.8837,173.4406,207.2313,216.4010,0,U,34028,999,60787,.30987E-3,.25E-5,0
COSMOS 2251 DEB,1993-036HQ,2021-10-01T15:24:31.529376,14.95488197,.0070123,73.9435,248.8811,103.9147,256.9850,0,U,34029,999,68217,.47131E-3,.5445E-4,0
COSMOS 2251 DEB,1993-036HR,2021-10-01T17:57:38.076768,15.45730516,.0061366,73.9467,141.3988,294.4563,135.2419,0,U,34030,999,69694,.42977E-3,.22346E-3,0
COSMOS 2251 DEB,1993-036HS,2021-10-01T15:44:52.104768,14.43203454,.0030964,74.0187,134.5118,261.7970,159.9973,0,U,34031,999,66356,.23203E-3,.758E-5,0
COSMOS 2251 DEB,1993-036HT,2021-10-01T16:01:38.597376,14.47825083,.0050767,74.0339,150.2191,233.5511,157.3554,0,U,34032,999,66328,.47027E-3,.174E-4,0
COSMOS 2251 DEB,1993-036HU,2021-10-01T20:00:28.653408,14.44474532,.0064559,74.0052,182.3222,199.8827,227.6712,0,U,34033,999,66177,.43411E-3,.1509E-4,0
COSMOS 2251 DEB,1993-036HW,2021-10-01T20:12:11.735136,14.33691395,.0061247,74.0702,297.8413,332.2125,201.8837,0,U,34035,999,65895,.40666E-3,.1126E-4,0
COSMOS 2251 DEB,1993-036HX,2021-10-02T00:18:31.247424,14.43321305,.0047759,74.0457,185.7838,255.8427,103.7421,0,U,34036,999,66244,.37237E-3,.1245E-4,0
COSMOS 2251 DEB,1993-036HY,2021-10-01T19:46:04.393344,14.28703058,.0059408,74.0531,319.3805,25.0718,335.3295,0,U,34037,999,65789,.1472E-3,.352E-5,0
COSMOS 2251 DEB,1993-036HZ,2021-10-01T23:16:53.152896,14.54911405,.0032451,74.0627,95.5983,128.8150,231.5919,0,U,34038,999,66581,.75008E-3,.322E-4,0
COSMOS 2251 DEB,1993-036JB,2021-10-01T20:25:55.992000,13.62287905,.035822,73.9593,63.2131,320.9863,36.5893,0,U,34040,999,62687,.49948E-3,.57E-5,0
COSMOS 2251 DEB,1993-036JD,2021-10-01T20:26:13.769664,15.33764641,.0038101,73.8788,315.9396,262.6235,97.0638,0,U,34042,999,68995,.98043E-3,.32869E-3,0
COSMOS 2251 DEB,1993-036JG,2021-10-02T00:44:28.188384,14.32940379,.0027577,74.0385,232.1926,328.7458,101.8239,0,U,34045,999,66073,.28327E-4,.52E-6,0
COSMOS 2251 DEB,1993-036JH,2021-10-01T20:56:15.747936,14.31112251,.0099286,74.0412,308.2470,45.9109,128.0367,0,U,34046,999,65830,.23736E-3,.635E-5,0
COSMOS 2251 DEB,1993-036JM,2021-10-01T23:31:22.570176,13.91370790,.022831,74.0888,106.8217,179.9670,303.4385,0,U,34050,999,64104,.25381E-3,.373E-5,0
COSMOS 2251 DEB,1993-036JN,2021-10-01T15:47:59.467488,14.75149489,.0053044,73.9860,121.0855,329.5572,30.2524,0,U,34051,999,67534,.29589E-3,.2008E-4,0
COSMOS 2251 DEB,1993-036JQ,2021-10-01T18:51:26.042976,13.46647752,.0431986,73.8465,186.3790,230.2278,126.0034,0,U,34053,999,62032,.32944E-4,.11E-6,0
COSMOS 2251 DEB,1993-036JR,2021-10-01T16:23:46.578336,14.58193370,.0029094,74.0384,350.4303,115.3459,4.3969,0,U,34054,999,66870,.34712E-3,.1582E-4,0
COSMOS 2251 DEB,1993-036JS,2021-10-01T15:14:43.289664,14.63011838,.0087153,74.1110,9.3327,12.4971,115.5969,0,U,34055,999,66929,.28742E-3,.1524E-4,0
COSMOS 2251 DEB,1993-036JT,2021-10-02T01:39:16.295904,14.08499959,.0151262,74.0643,263.4719,321.4975,106.5472,0,U,34056,999,64777,.4675E-3,.866E-5,0
COSMOS 2251 DEB,1993-036JU,2021-10-01T18:25:05.848320,14.56028120,.0028447,74.0231,27.8437,150.4827,6.3487,0,U,34057,999,66722,.27119E-3,.1171E-4,0
COSMOS 2251 DEB,1993-036JV,2021-10-02T02:41:37.322592,13.53769408,.0383676,73.9331,136.6336,61.9478,101.8715,0,U,34058,999,62400,.3008E-3,.305E-5,0
COSMOS 2251 DEB,1993-036JW,2021-10-01T20:32:33.387072,14.41039296,.0022913,74.0446,163.2800,257.0288,181.8151,0,U,34059,999,66309,.1941E-3,.6E-5,0
COSMOS 2251 DEB,1993-036JY,2021-10-01T22:26:49.749792,14.36053895,.0022881,74.0421,204.5389,298.5713,129.3163,0,U,34061,999,66151,.10305E-3,.274E-5,0
COSMOS 2251 DEB,1993-036JZ,2021-10-01T20:11:26.915136,14.43890678,.0139518,74.0421,162.8560,266.2850,170.4578,0,U,34062,999,66293,.24123E-3,.895E-5,0
COSMOS 2251 DEB,1993-036KB,2021-10-02T02:47:14.649792,14.35729499,.0025729,74.0353,215.4527,296.0768,76.5469,0,U,34064,999,66120,.13669E-3,.37E-5,0
COSMOS 2251 DEB,1993-036KC,2021-10-01T22:20:47.066784,14.35895756,.0017844,74.0378,195.4642,308.1029,124.7105,0,U,34065,999,66191,.44977E-4,.104E-5,0
COSMOS 2251 DEB,1993-036KD,2021-10-01T15:00:56.412288,14.45618678,.0244887,74.0003,236.4854,36.8636,136.9771,0,U,34066,999,65890,.96035E-3,.4896E-4,0
COSMOS 2251 DEB,1993-036KG,2021-10-01T21:02:41.913600,14.71501408,.0036022,74.0154,205.0588,6.0435,354.1163,0,U,34069,999,67307,.66882E-3,.4162E-4,0
COSMOS 2251 DEB,1993-036KH,2021-10-01T18:03:39.480192,14.44224240,.0038373,74.0125,143.3940,261.4794,171.1948,0,U,34070,999,66314,.31168E-3,.1052E-4,0
COSMOS 2251 DEB,1993-036KK,2021-10-01T15:47:08.789568,14.30852544,.007395,74.0696,351.2160,17.7683,102.2021,0,U,34114,999,65736,.36883E-3,.971E-5,0
COSMOS 2251 DEB,1993-036KL,2021-10-01T10:40:21.006048,14.56563608,.0042537,74.0160,313.4078,161.1712,199.1037,0,U,34115,999,66965,.19488E-3,.849E-5,0
COSMOS 2251 DEB,1993-036KM,2021-10-01T18:48:38.782080,14.41337875,.0016137,74.0466,160.1901,252.5642,170.6726,0,U,34116,999,66333,.19333E-3,.6E-5,0
COSMOS 2251 DEB,1993-036KN,2021-10-01T16:57:37.895040,14.32116916,.0064807,74.0397,273.8559,4.5849,355.5881,0,U,34117,999,66130,.21739E-3,.572E-5,0
COSMOS 2251 DEB,1993-036KP,2021-10-01T22:10:29.747424,14.54553727,.0120577,73.9693,341.3577,173.0997,1.7688,0,U,34118,999,66698,.26359E-3,.1207E-4,0
COSMOS 2251 DEB,1993-036KQ,2021-10-01T16:04:26.654880,14.51182752,.0032408,74.0449,134.5511,169.1086,247.6845,0,U,34119,999,66320,.68324E-3,.2704E-4,0
COSMOS 2251 DEB,1993-036KR,2021-10-01T14:13:28.968096,13.96458049,.018571,73.9956,345.9813,148.0486,323.4940,0,U,34120,999,64565,.82787E-4,.109E-5,0
COSMOS 2251 DEB,1993-036KS,2021-10-01T20:44:46.758048,13.83642870,.0260183,73.9989,182.0654,355.2542,71.8933,0,U,34121,999,63872,.7065E-3,.99E-5,0
COSMOS 2251 DEB,1993-036KT,2021-10-01T20:18:10.300320,14.44979327,.0114467,74.0427,127.0498,51.5591,322.0951,0,U,34122,999,66433,.28748E-3,.1058E-4,0
COSMOS 2251 DEB,1993-036KU,2021-10-01T21:31:15.471840,14.55006019,.0016462,74.0276,67.1106,125.9619,358.0687,0,U,34123,999,66620,.77072E-3,.3299E-4,0
COSMOS 2251 DEB,1993-036KV,2021-10-01T17:53:30.230592,14.59998656,.0017992,74.0279,27.5867,100.7141,259.6051,0,U,34124,999,66735,.8958E-3,.4281E-4,0
COSMOS 2251 DEB,1993-036KX,2021-10-01T18:42:22.284576,14.71170127,.0058195,74.0033,157.6937,5.1465,64.9512,0,U,34126,999,67436,.3288E-3,.2045E-4,0
COSMOS 2251 DEB,1993-036KY,2021-10-01T15:51:04.079232,14.14905202,.0137969,74.1892,247.1039,150.7750,23.9642,0,U,34127,999,64991,.49536E-3,.1026E-4,0
COSMOS 2251 DEB,1993-036KZ,2021-10-02T01:14:16.520640,14.53196394,.0068615,74.0186,21.1734,160.8322,13.5413,0,U,34128,999,66717,.42034E-3,.1767E-4,0
COSMOS 2251 DEB,1993-036LA,2021-10-02T00:54:15.689376,14.52873751,.0048078,74.0487,27.3320,143.0883,217.3605,0,U,34129,999,66744,.27604E-3,.1125E-4,0
COSMOS 2251 DEB,1993-036LB,2021-10-02T01:44:01.076352,14.65332177,.0020626,74.0289,286.5561,68.2758,292.0603,0,U,34130,999,67090,.4918E-3,.2633E-4,0
COSMOS 2251 DEB,1993-036LC,2021-10-01T17:17:25.634112,14.64943844,.0010989,74.1224,32.4940,348.9528,130.3049,0,U,34131,999,66867,.89193E-3,.4751E-4,0
COSMOS 2251 DEB,1993-036LH,2021-10-01T21:29:42.101088,14.67174143,.0109251,74.0233,147.1092,298.6745,70.1585,0,U,34136,999,67456,.67974E-4,.381E-5,0
COSMOS 2251 DEB,1993-036LL,2021-10-01T20:44:34.838304,14.37689723,.0062123,74.0370,231.4339,319.7535,68.8525,0,U,34139,999,66003,.37889E-3,.1138E-4,0
COSMOS 2251 DEB,1993-036LN,2021-10-01T13:52:46.487712,14.29563181,.0070056,74.0172,331.0635,58.4518,57.1160,0,U,34141,999,65674,.36129E-3,.924E-5,0
COSMOS 2251 DEB,1993-036LP,2021-10-01T22:11:32.974944,14.69894557,.0045592,73.9938,184.4341,22.8937,54.4249,0,U,34142,999,67305,.34606E-3,.2071E-4,0
COSMOS 2251 DEB,1993-036LQ,2021-10-01T21:18:12.715488,14.52903790,.0059332,74.0177,344.4912,155.3953,205.0061,0,U,34270,999,66762,.96522E-4,.377E-5,0
COSMOS 2251 DEB,1993-036LR,2021-10-01T21:26:50.641152,14.40460959,.0040024,74.0344,202.2219,272.5909,150.1091,0,U,34271,999,66007,.41934E-3,.1319E-4,0
COSMOS 2251 DEB,1993-036LT,2021-10-01T22:04:24.240000,14.46471826,.0019395,74.0396,94.1063,233.5366,278.1515,0,U,34273,999,66375,.21018E-3,.731E-5,0
COSMOS 2251 DEB,1993-036LU,2021-10-01T22:09:17.904096,14.46509481,.0030342,74.0101,86.1952,239.9242,277.2195,0,U,34274,999,66411,.25386E-3,.891E-5,0
COSMOS 2251 DEB,1993-036LV,2021-10-01T21:15:56.529216,14.50287710,.0011628,74.0329,101.2858,170.9503,303.7672,0,U,34275,999,66369,.35645E-3,.1363E-4,0
COSMOS 2251 DEB,1993-036LW,2021-10-01T21:38:57.093216,14.45771481,.0027162,74.0264,85.8294,244.5666,235.6363,0,U,34276,999,66374,.172E-3,.585E-5,0
COSMOS 2251 DEB,1993-036LX,2021-10-01T19:41:12.936768,15.04175110,.0023372,73.6880,194.9847,108.8037,251.5688,0,U,34277,999,67921,.15536E-2,.21725E-3,0
COSMOS 2251 DEB,1993-036MN,2021-10-01T21:10:22.700352,14.79137367,.0065446,74.0595,113.5529,204.9011,154.9004,0,U,34292,999,67584,.3868E-3,.2937E-4,0
COSMOS 2251 DEB,1993-036MP,2021-10-01T18:17:38.520096,15.02314587,.006498,73.9679,275.7830,198.4421,336.1841,0,U,34293,999,68024,.31514E-3,.4316E-4,0
COSMOS 2251 DEB,1993-036MR,2021-10-02T01:48:41.915232,14.67482084,.0078186,74.0157,246.5127,151.2153,283.0585,0,U,34295,999,67134,.4186E-3,.245E-4,0
COSMOS 2251 DEB,1993-036MT,2021-10-01T20:56:57.252768,14.34872214,.0018773,74.0496,214.1174,302.9495,112.0213,0,U,34297,999,66068,.3995E-4,.87E-6,0
COSMOS 2251 DEB,1993-036MU,2021-10-01T19:50:57.685920,14.59205336,.003682,74.0534,48.8693,106.1630,254.3592,0,U,34298,999,66641,.88715E-3,.4197E-4,0
COSMOS 2251 DEB,1993-036MV,2021-10-01T21:09:48.353760,14.51095068,.0221916,74.0252,96.6280,213.1244,145.5860,0,U,34299,999,66411,.50009E-3,.2695E-4,0
COSMOS 2251 DEB,1993-036MW,2021-10-01T20:50:25.066752,14.48738346,.0140248,74.0218,128.8523,250.5736,108.0223,0,U,34300,999,66320,.41706E-3,.175E-4,0
COSMOS 2251 DEB,1993-036MX,2021-10-01T20:50:09.965760,14.41657933,.0039194,74.0239,193.2559,263.7688,165.9060,0,U,34301,999,66102,.46351E-3,.1497E-4,0
COSMOS 2251 DEB,1993-036MY,2021-10-01T18:49:29.212896,14.29827875,.0089563,74.1872,21.4693,308.3050,176.8905,0,U,34302,999,65755,.34159E-3,.892E-5,0
COSMOS 2251 DEB,1993-036MZ,2021-10-01T09:32:43.890144,14.34620752,.0181274,74.0119,255.9668,40.7317,120.6231,0,U,34303,999,65862,.50078E-3,.1676E-4,0
COSMOS 2251 DEB,1993-036NA,2021-10-01T18:03:21.768192,14.23993723,.0154206,74.0210,30.6969,169.9198,358.6558,0,U,34304,999,65394,.3854E-3,.975E-5,0
COSMOS 2251 DEB,1993-036ND,2021-10-01T23:59:17.183616,13.50385995,.0403175,74.0551,242.9233,44.8513,16.0178,0,U,34307,999,62162,.59624E-3,.614E-5,0
COSMOS 2251 DEB,1993-036NE,2021-10-01T21:30:32.199264,14.72456630,.0045767,73.9958,204.0127,3.7210,57.4080,0,U,34308,999,67202,.87956E-3,.5643E-4,0
COSMOS 2251 DEB,1993-036NK,2021-10-01T18:46:53.746464,14.52141657,.005273,74.0018,42.3008,195.9552,163.9951,0,U,34313,999,66551,.50026E-3,.2035E-4,0
COSMOS 2251 DEB,1993-036NL,2021-10-01T09:48:29.714400,14.12735798,.0112578,74.0083,151.8868,248.0678,288.0237,0,U,34314,999,64975,.11628E-3,.203E-5,0
COSMOS 2251 DEB,1993-036NM,2021-10-01T14:10:48.982944,15.09473461,.0041949,74.1038,323.9782,309.6524,50.0969,0,U,34315,999,68266,.11417E-2,.18675E-3,0
COSMOS 2251 DEB,1993-036NN,2021-10-01T18:52:28.367616,14.54164024,.0017779,74.0790,44.3639,190.9115,169.1665,0,U,34316,999,66743,.35104E-3,.146E-4,0
COSMOS 2251 DEB,1993-036NP,2021-10-01T17:20:20.118048,13.62216563,.0344919,73.9278,32.0469,312.1483,164.1651,0,U,34317,999,62726,.29058E-3,.31E-5,0
COSMOS 2251 DEB,1993-036NR,2021-10-01T16:15:28.288800,14.57740381,.002593,74.0318,55.6366,123.9771,236.3863,0,U,34319,999,66602,.87329E-3,.3981E-4,0
COSMOS 2251 DEB,1993-036NT,2021-10-01T17:38:45.172320,14.41976962,.0017865,74.0308,133.2935,274.7542,153.1141,0,U,34321,999,66342,.14598E-3,.453E-5,0
COSMOS 2251 DEB,1993-036NV,2021-10-01T18:51:00.457344,14.42011599,.0110216,73.9675,149.4566,187.9055,253.5992,0,U,34323,999,66174,.3191E-3,.1097E-4,0
COSMOS 2251 DEB,1993-036NX,2021-10-01T15:53:57.513408,13.94581463,.0220839,73.8771,347.0555,293.8640,185.3480,0,U,34325,999,64084,.78996E-3,.1266E-4,0
COSMOS 2251 DEB,1993-036NZ,2021-10-01T10:34:43.843872,14.60052166,.0050242,74.0060,269.9655,106.2578,45.3738,0,U,34327,999,67005,.21078E-3,.1E-4,0
COSMOS 2251 DEB,1993-036PC,2021-10-01T18:44:05.582688,14.56093127,.0010902,74.0383,28.5231,160.5018,323.1095,0,U,34330,999,66693,.64194E-3,.2805E-4,0
COSMOS 2251 DEB,1993-036PD,2021-10-01T15:13:17.305248,14.52253385,.005089,74.0293,114.1953,84.9157,275.7810,0,U,34331,999,66404,.64863E-3,.2652E-4,0
COSMOS 2251 DEB,1993-036PK,2021-10-01T18:52:40.900800,15.03168793,.0092567,73.9801,174.2463,320.2887,39.1546,0,U,34337,999,68447,.43737E-3,.6452E-4,0
COSMOS 2251 DEB,1993-036PN,2021-10-01T15:11:46.374432,13.73700714,.0302101,74.0814,334.2630,76.7426,41.1125,0,U,34340,999,63178,.32636E-3,.404E-5,0
COSMOS 2251 DEB,1993-036PQ,2021-10-02T01:23:31.309728,14.67455940,.0107027,74.1745,291.8064,340.5849,42.7626,0,U,34342,999,67316,.29881E-3,.181E-4,0
COSMOS 2251 DEB,1993-036PR,2021-10-01T21:21:37.021248,14.46162418,.0030412,74.0277,109.7936,51.9455,54.8743,0,U,34343,999,66447,.25676E-3,.896E-5,0
COSMOS 2251 DEB,1993-036PS,2021-10-01T12:10:54.227712,14.03663621,.0171105,73.9833,292.0212,90.2451,35.4963,0,U,34344,999,64507,.44346E-3,.77E-5,0
COSMOS 2251 DEB,1993-036PU,2021-10-01T20:13:51.294720,13.91951003,.0225313,73.9999,71.4884,223.9789,261.8859,0,U,34346,999,64033,.39976E-3,.603E-5,0
COSMOS 2251 DEB,1993-036PY,2021-10-01T18:54:58.464288,14.54027161,.0014178,74.0403,27.7219,168.4728,353.3600,0,U,34383,999,66598,.46652E-3,.1942E-4,0
COSMOS 2251 DEB,1993-036QB,2021-10-01T21:58:07.884192,14.53362932,.0014441,74.0284,72.3365,145.9243,9.7417,0,U,34386,999,66426,.66076E-3,.2724E-4,0
COSMOS 2251 DEB,1993-036QC,2021-10-01T17:31:47.831808,14.39016332,.0042267,74.0434,167.6880,283.4558,106.7677,0,U,34387,999,66101,.10112E-3,.289E-5,0
COSMOS 2251 DEB,1993-036QD,2021-10-02T00:31:14.460096,14.38998352,.0018042,74.0449,187.6424,253.9045,118.9683,0,U,34388,999,66050,.19067E-3,.563E-5,0
COSMOS 2251 DEB,1993-036QE,2021-10-01T21:40:44.372640,14.36245888,.0032315,74.0227,197.1111,317.3718,111.3914,0,U,34389,999,65974,.11762E-3,.319E-5,0
COSMOS 2251 DEB,1993-036QF,2021-10-01T17:55:23.619360,14.57741164,.0073346,74.0927,17.2877,55.0679,95.9706,0,U,34390,999,66675,.28649E-3,.1328E-4,0
COSMOS 2251 DEB,1993-036QL,2021-10-01T18:53:15.820224,14.58925633,.0012473,74.0432,45.3049,61.8760,89.0011,0,U,34395,999,66457,.79593E-3,.3708E-4,0
COSMOS 2251 DEB,1993-036QM,2021-10-02T02:29:08.636352,14.44741621,.0018556,74.0412,143.9260,210.7908,269.6237,0,U,34396,999,66118,.32232E-3,.1094E-4,0
COSMOS 2251 DEB,1993-036QN,2021-10-01T18:39:12.318624,14.85514136,.0076413,73.8481,273.6523,296.3682,239.0381,0,U,34397,999,67723,.45607E-3,.4112E-4,0
COSMOS 2251 DEB,1993-036QP,2021-10-01T21:40:36.228576,14.87892727,.0104649,73.9796,114.9535,256.8785,166.6765,0,U,34398,999,67400,.34888E-3,.3493E-4,0
COSMOS 2251 DEB,1993-036QR,2021-10-01T20:17:31.869600,14.67065503,.0065827,74.0057,195.8420,9.4169,350.8216,0,U,34400,999,67217,.33012E-3,.188E-4,0
COSMOS 2251 DEB,1993-036QS,2021-10-01T13:21:55.878336,14.56481050,.0064593,74.0500,21.2953,113.6206,259.8686,0,U,34401,999,66783,.48121E-3,.2172E-4,0
COSMOS 2251 DEB,1993-036RA,2021-10-01T20:39:38.254752,14.53917209,.0084858,74.0648,326.4467,79.0155,36.0088,0,U,34409,999,66890,.45384E-4,.17E-5,0
COSMOS 2251 DEB,1993-036RB,2021-10-01T11:00:08.061696,14.64764203,.0065437,73.7651,91.5608,211.7049,174.3644,0,U,34410,999,67096,.29758E-3,.1601E-4,0
COSMOS 2251 DEB,1993-036RC,2021-10-01T21:18:50.378976,14.85843263,.0077909,74.0354,82.2066,290.4649,221.3555,0,U,34411,999,67593,.59341E-3,.5423E-4,0
COSMOS 2251 DEB,1993-036RD,2021-10-02T01:35:16.759680,14.29962411,.0238946,73.9510,278.1169,352.3995,7.3553,0,U,34412,999,65663,.36433E-3,.125E-4,0
COSMOS 2251 DEB,1993-036RE,2021-10-01T21:16:08.103360,14.16933197,.0109002,74.0353,134.5213,216.3607,156.4885,0,U,34413,999,65348,.33126E-3,.679E-5,0
COSMOS 2251 DEB,1993-036RM,2021-10-01T20:04:02.711136,14.63655044,.011508,74.0365,175.5186,326.9639,97.5364,0,U,34420,999,67315,.5332E-4,.269E-5,0
COSMOS 2251 DEB,1993-036RP,2021-10-01T22:22:42.868704,14.62893683,.0217353,73.9431,91.1770,303.8754,54.1899,0,U,34422,999,66292,.78759E-3,.5637E-4,0
COSMOS 2251 DEB,1993-036RR,2021-10-01T19:22:22.212192,14.73427992,.0046308,74.0186,172.0653,328.7575,91.2221,0,U,34424,999,67282,.51389E-3,.3358E-4,0
COSMOS 2251 DEB,1993-036RS,2021-10-01T20:38:56.046624,14.48133956,.0032865,74.0316,71.0489,213.9946,145.9109,0,U,34425,999,66468,.30221E-3,.1105E-4,0
COSMOS 2251 DEB,1993-036RT,2021-10-01T21:24:17.574912,14.83901112,.0009955,74.0409,191.9565,287.3137,140.4226,0,U,34426,999,67237,.16307E-2,.1355E-3,0
COSMOS 2251 DEB,1993-036RU,2021-10-02T00:35:44.255328,14.74587279,.0038842,74.0143,258.0700,354.2123,5.8596,0,U,34427,999,67048,.12279E-2,.8258E-4,0
COSMOS 2251 DEB,1993-036RV,2021-10-01T21:25:20.387712,14.52286026,.0038507,74.0382,78.9287,170.5745,339.8743,0,U,34428,999,66386,.65483E-3,.266E-4,0
COSMOS 2251 DEB,1993-036RW,2021-10-01T19:51:06.549696,14.59569677,.0042281,74.0085,302.9097,110.2805,64.5507,0,U,34429,999,66808,.25286E-3,.1187E-4,0
COSMOS 2251 DEB,1993-036RX,2021-10-01T21:12:30.195648,14.34465508,.0067059,74.0527,237.0541,327.5436,32.1599,0,U,34430,999,65944,.14523E-3,.393E-5,0
COSMOS 2251 DEB,1993-036RY,2021-10-01T19:00:43.163136,14.22680781,.0075149,74.0784,53.1678,62.0244,298.8481,0,U,34431,999,65305,.19517E-3,.425E-5,0
COSMOS 2251 DEB,1993-036RZ,2021-10-02T02:45:38.151360,13.97462700,.0197702,73.8293,267.8160,262.9136,170.7750,0,U,34432,999,64288,.2554E-3,.397E-5,0
COSMOS 2251 DEB,1993-036SA,2021-10-02T02:05:34.782432,14.02081057,.0174074,74.0204,319.2392,82.9416,279.1478,0,U,34433,999,64452,.22666E-3,.373E-5,0
COSMOS 2251 DEB,1993-036SB,2021-10-01T19:06:15.522336,13.71006529,.0331921,74.0704,48.2856,174.1225,311.5320,0,U,34434,999,62845,.1479E-2,.1931E-4,0
COSMOS 2251 DEB,1993-036SG,2021-10-01T19:41:26.777184,14.64553991,.0124371,74.0590,306.1459,14.2926,346.1706,0,U,34439,999,66973,.44045E-3,.2584E-4,0
COSMOS 2251 DEB,1993-036SK,2021-10-01T22:27:23.699808,14.66503813,.0070755,74.0192,211.7545,2.7521,62.7204,0,U,34442,999,67194,.43191E-3,.2452E-4,0
COSMOS 2251 DEB,1993-036SN,2021-10-01T12:28:42.180096,14.90234292,.0089741,74.0146,0.9566,112.7177,261.1635,0,U,34445,999,67770,.60096E-3,.6259E-4,0
COSMOS 2251 DEB,1993-036SP,2021-10-01T19:09:15.670656,14.46975407,.0053414,74.0431,45.2913,206.3082,153.5363,0,U,34446,999,66507,.49938E-4,.156E-5,0
COSMOS 2251 DEB,1993-036SQ,2021-10-01T20:33:44.360352,14.87933223,.0017115,74.0244,134.0513,261.7258,110.9816,0,U,34447,999,67388,.11655E-2,.1069E-3,0
COSMOS 2251 DEB,1993-036SS,2021-10-02T01:24:22.982976,14.47794779,.0067571,74.0509,123.0030,207.3407,276.6359,0,U,34449,999,66295,.39276E-3,.1466E-4,0
COSMOS 2251 DEB,1993-036SU,2021-10-01T14:54:24.872544,14.47202257,.0068964,74.0610,137.6555,208.6794,151.0567,0,U,34451,999,66236,.36307E-3,.1338E-4,0
COSMOS 2251 DEB,1993-036SV,2021-10-02T00:43:48.662112,14.79778856,.0117067,74.0485,11.4418,138.5136,34.8124,0,U,34452,999,67881,.18329E-3,.1512E-4,0
COSMOS 2251 DEB,1993-036SW,2021-10-01T18:38:02.034816,14.50348868,.0046397,74.1691,169.9648,105.7995,311.2011,0,U,34453,999,66342,.69197E-3,.2711E-4,0
COSMOS 2251 DEB,1993-036SX,2021-10-01T22:04:14.392992,14.35758157,.0038369,74.0603,212.0764,299.5194,60.2134,0,U,34454,999,66050,.7228E-4,.184E-5,0
COSMOS 2251 DEB,1993-036SZ,2021-10-01T17:44:46.129056,14.49374534,.0061012,74.0461,165.1206,230.0505,129.5287,0,U,34456,999,66171,.68521E-3,.2654E-4,0
COSMOS 2251 DEB,1993-036TA,2021-10-01T10:19:20.214048,14.64149664,.0101264,74.0003,251.9150,36.8499,120.5453,0,U,34457,999,66994,.50005E-3,.2801E-4,0
COSMOS 2251 DEB,1993-036TB,2021-10-01T20:57:16.080192,14.51656756,.0016649,74.0279,91.9430,159.9425,268.0530,0,U,34458,999,66409,.6717E-3,.2672E-4,0
COSMOS 2251 DEB,1993-036TC,2021-10-01T17:36:39.187296,13.97430559,.0197269,74.0829,15.5776,93.6187,268.7528,0,U,34459,999,64278,.10313E-3,.149E-5,0
COSMOS 2251 DEB,1993-036TH,2021-10-01T21:35:05.468640,14.64981265,.0052806,74.0224,226.7164,44.3035,15.6417,0,U,34464,999,67148,.33272E-3,.1787E-4,0
COSMOS 2251 DEB,1993-036TJ,2021-10-01T18:32:10.193280,14.53772701,.0093799,74.0741,92.6225,144.7876,215.9535,0,U,34465,999,66426,.72434E-3,.3193E-4,0
COSMOS 2251 DEB,1993-036TM,2021-10-01T21:43:37.055136,14.42969350,.0081841,74.0132,95.6169,250.3255,108.9058,0,U,34468,999,66374,.78682E-4,.245E-5,0
COSMOS 2251 DEB,1993-036TN,2021-10-02T02:27:09.298944,14.66826236,.0009261,74.0161,305.6382,63.1179,297.0936,0,U,34469,999,66888,.63883E-3,.3539E-4,0
COSMOS 2251 DEB,1993-036TR,2021-10-01T22:06:08.142048,13.64668409,.0344117,74.0834,85.1465,205.9979,152.3499,0,U,34472,999,62829,.28169E-3,.317E-5,0
COSMOS 2251 DEB,1993-036TS,2021-10-01T15:36:46.649952,14.48316089,.002534,74.0304,130.1807,183.2469,233.8410,0,U,34473,999,66346,.48836E-3,.1806E-4,0
COSMOS 2251 DEB,1993-036TT,2021-10-01T23:10:16.926816,13.94558229,.0229536,74.0797,90.6035,173.1606,314.0842,0,U,34474,999,64101,.58698E-3,.953E-5,0
